name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month
One bedroom. Private apartment!,41.87572513,-87.71123535,Entire home/apt,45,1,43,25/04/2017,5.35
West Loop Escape,41.87778542,-87.70513305,Private room,35,1,33,28/09/2016,3.40
Bright Room in Boho Artist Home,41.88693504,-87.7023002,Private room,51,1,113,07/05/2017,5.60
East Garfield Park 2 Bedroom,41.88357087,-87.70761455,Entire home/apt,60,2,34,12/03/2017,0.97
2700 sq. ft. Condo,41.88140354,-87.7056691,Entire home/apt,400,1,6,27/03/2017,0.94
1400 sq ft Condo near United Center,41.88194816,-87.70345245,Entire home/apt,125,1,17,23/04/2017,1.80
Perfect for 2; $0 parking; transit,41.88424641,-87.6978235,Private room,69,1,51,16/04/2017,2.33
Sunny Room in Artist Home,41.88754661,-87.70194634,Private room,55,1,122,06/05/2017,5.95
Urban Oasis @ Fulton House!,41.8862054,-87.70363965,Entire home/apt,160,2,50,07/05/2017,3.61
Gorgeous Eco-Friendly Room in Garfield Park,41.88555656,-87.70669081,Private room,39,2,55,08/05/2017,4.17
"Polar Pad: Homan Square (Queen, 2 Guests)",41.87331584,-87.71370311,Private room,39,1,13,25/03/2017,3.12
Jumbo top flr bright megaspace quick walk to train,41.8855217,-87.70350224,Entire home/apt,212,1,23,25/04/2017,2.77
Washington Green Room - $0 Parking,41.88425118,-87.70885472,Private room,48,1,112,05/05/2017,6.89
"Washington ""Wine"" Room - near CTA",41.88277794,-87.70924859,Private room,42,1,133,07/05/2017,7.72
Beautiful Eco-Friendly Room in Garfield Park,41.88717233,-87.70764984,Private room,39,2,80,09/05/2017,6.58
"VIP (United Center, Loop, O'Hare)",41.87954467,-87.69445572,Private room,59,2,7,19/03/2017,0.88
"Enormous Sunny 2 BR, 10 Minute Train To Downtown!",41.88644944,-87.70338024,Entire home/apt,109,1,39,04/05/2017,3.53
Designer Built Apt/ 4 stops to LOOP,41.88564612,-87.70334355,Entire home/apt,55,2,195,08/05/2017,5.02
Studio Apartment in Nature Sancturary,41.88670368,-87.71371192,Entire home/apt,80,2,21,07/05/2017,2.40
"Second City: Homan Square (3 Queens, 6 Guests)",41.87357857,-87.7132144,Private room,19,1,20,24/04/2017,4.80
"Washington ""Teal"" Room - near CTA",41.88340336,-87.70971342,Private room,53,1,157,04/05/2017,9.27
Garden Unit Near United Center,41.88282691,-87.70380699,Entire home/apt,75,1,11,23/04/2017,1.45
"Big Ben: Homan Square (Queen, 2 Guests)",41.87342632,-87.71461429,Private room,49,1,15,23/04/2017,3.60
Fort Washington Celestial Room,41.88405918,-87.70911948,Private room,27,1,110,07/05/2017,7.64
"2 Bed, spacious, open, bright, 5 min walk 2 train!",41.88612612,-87.70891305,Entire home/apt,99,1,15,22/04/2017,1.89
Quiet Guest Room with comfy bed,41.88317624,-87.69561041,Private room,25,2,55,25/04/2017,1.61
Huge Bright 1 bedroom walk 2 train.,41.88755732,-87.70229246,Entire home/apt,98,1,70,23/04/2017,5.60
Quiet Room 2,41.8814465,-87.69595744,Private room,28,2,37,22/01/2017,2.81
Top Floor Condo With Skyline View!,41.8836703,-87.69764515,Entire home/apt,100,4,78,25/04/2017,3.26
"Washington ""Vintage Airline"" Room",41.88256118,-87.71019227,Private room,31,1,39,24/06/2016,2.36
Fort Washington Egyptian Room,41.88327138,-87.70907998,Private room,42,1,74,05/05/2017,7.00
AFFORDABLE HISTORIC 3 bedCHICAGO ROW (entire)HOUSE,41.88401706,-87.69311465,Entire home/apt,195,2,36,08/05/2017,3.55
Master Bedroom in Eco-Friendly Home in Garfield Pk,41.88776212,-87.70698205,Private room,79,2,6,20/09/2016,0.52
Urban Farm Fun 2!,41.88687428,-87.70816784,Entire home/apt,88,1,69,04/05/2017,4.75
"Dragon Den: Homan Square (Queen, 2 Guests)",41.87191426,-87.7152528,Private room,39,1,7,24/03/2017,1.68
Peaceful Room in Boho Artist Home,41.88621581,-87.70058983,Private room,53,1,98,08/05/2017,7.64
Spacious 2-story home & $0 parking!,41.88479379,-87.69872128,Private room,165,1,61,17/04/2017,2.70
Beautiful aparment 15 min from downtown,41.87862965,-87.69592591,Entire home/apt,175,2,60,25/04/2017,3.17
Chicago Modern bedroom & bathroom,41.88449048,-87.69659262,Private room,75,1,19,19/09/2016,0.39
"Luxury Living, Free Parking & Easy Transportation",41.88455337,-87.69719547,Entire home/apt,229,2,3,16/10/2016,0.28
"Basement Suite: Homan Square (3 Queens, 6 Guests)",41.87378078,-87.7144632,Private room,49,1,24,02/05/2017,5.76
1 room (C) in a 3 bedroom unit (3E),41.87749369,-87.71016449,Private room,29,1,13,15/04/2017,2.85
Fort Washington Florence Room,41.88201512,-87.71003824,Private room,30,1,84,07/05/2017,9.84
"Cosmos: Homan Square (Twin, 1 Guest)",41.87363143,-87.71467843,Private room,25,1,21,25/04/2017,4.85
West Side Walk Up! Walk to the CTA.,41.88753785,-87.70729829,Entire home/apt,79,1,87,17/04/2017,3.48
cale house,41.88731093,-87.7102512,Entire home/apt,85,1,122,06/05/2017,8.88
"Garden Apartment Gallery, GAG",41.8872018,-87.71440332,Entire home/apt,120,3,13,26/11/2016,1.37
Private bed room in green building,41.86034002,-87.70574174,Private room,40,2,16,17/04/2017,1.94
IDA'S 2720 (2F),41.85658209,-87.69345712,Private room,26,1,24,09/05/2017,9.11
Chicago Women's ResidenceFlorenceRm,41.85423048,-87.7078428,Private room,45,2,3,17/10/2016,0.15
"Vintage home, near DT, free parking",41.85707254,-87.69366119,Entire home/apt,65,2,7,05/09/2016,0.22
Chicago Women's Residence Midler Rm,41.85455481,-87.70768457,Private room,45,2,0,,
Central Park Place,41.85365509,-87.7135191,Entire home/apt,85,3,24,06/11/2016,1.00
Private bdrm with closet,41.85800628,-87.69406839,Private room,30,1,0,,
18th Street Get Away,41.85681428,-87.69275338,Entire home/apt,110,1,13,07/05/2017,1.82
Alewyfe Inn- Urban Farm Garden Apt.,41.85686736,-87.69489807,Entire home/apt,50,3,24,16/04/2017,1.96
Central Park Cute and Comfy Private Room,41.8530356,-87.71498344,Private room,43,3,0,,
Chicago 2720 (3F),41.85819094,-87.69485697,Private room,28,1,18,03/05/2017,5.45
Chicago Women's Residence/Cowgirls,41.85448251,-87.70787498,Private room,45,2,2,31/01/2016,0.09
"Private, spacious studio in green building",41.86203863,-87.70569084,Entire home/apt,75,3,55,08/05/2017,2.73
Happy home to share,41.85809353,-87.70352293,Private room,50,1,7,01/04/2017,1.79
Cozy charmer,41.85736864,-87.69365638,Entire home/apt,100,2,1,24/03/2017,0.13
".3 mi train, bus 3ft, free parking!",41.85745988,-87.69632194,Private room,60,1,123,24/04/2017,3.69
Alewyfe Inn- Urban Gothic Farmhouse for 7 near CTA,41.85730141,-87.69559764,Entire home/apt,95,2,0,,
Chicago Women's Residence/ Paris Rm,41.854321,-87.70769386,Private room,45,2,6,31/07/2016,0.26
Private small bdrm with view,41.85706422,-87.69523808,Private room,20,1,0,,
Matt's Place: The Straight Flush Rm,41.85270342,-87.69368742,Private room,50,1,55,24/04/2017,2.47
"Sun Room: Little Village (Queen, 4 Guests)",41.84462578,-87.72282319,Private room,69,1,52,23/04/2017,5.55
Master Suite - 10 Guests,41.84942015,-87.72144629,Private room,55,1,1,01/04/2017,0.21
"Cozy 2 Bedroom,10 Min Walk to Metro",41.84786608,-87.70954406,Entire home/apt,45,2,14,12/02/2017,2.30
Little Village -  Guest Room for 2,41.8407986,-87.71498145,Private room,38,2,90,07/05/2017,4.09
Matt's Place: Aces High DayRoom Bed,41.85423363,-87.69402977,Shared room,29,1,60,27/04/2017,2.71
"Outer Space - Little Village (Top Bunk, 1 Guest)",41.84531592,-87.72271708,Shared room,49,1,20,02/04/2017,2.13
"Redline - Little Village (Lower Bunk, 1 Guest)",41.84428354,-87.72283926,Shared room,25,1,32,22/04/2017,3.37
Private Quarters,41.85262141,-87.70215992,Private room,35,1,2,30/04/2017,2.00
Cullerton house,41.85462074,-87.69299906,Entire home/apt,65,2,37,17/04/2017,1.68
Matt's Place: The Riot Room,41.8544429,-87.69253114,Private room,41,2,51,28/12/2016,2.41
"Comtemporary, Affordable and Stylish",41.8478495,-87.72879886,Entire home/apt,74,7,5,19/03/2017,0.90
welcome Home,41.85240768,-87.69233366,Private room,28,2,23,24/12/2016,2.04
"Stars'N'Stripes - Little Village (Queen, 2 Guests)",41.84589905,-87.72095165,Private room,49,1,31,22/04/2017,3.26
3BR in Sunny Little Mexico 20min to downtown :),41.84614894,-87.71802286,Entire home/apt,48,2,48,24/04/2017,2.85
"The Green Room - Little Village (Queen, 2 Guests)",41.84460303,-87.72128527,Private room,49,1,24,26/03/2017,2.57
Frida 2720 (2F),41.84153661,-87.69925313,Private room,25,1,7,09/05/2017,1.57
Cozy Room Minutes From Train!,41.85209947,-87.70506599,Private room,39,2,70,17/04/2017,4.69
"Affordable, Stlylish and Gorgeous 1 Bed Apt.",41.84772102,-87.72796072,Entire home/apt,59,7,5,05/01/2017,0.91
Our apologies for our stupid president.,41.85495262,-87.69696179,Entire home/apt,140,2,303,25/04/2017,3.04
Cozy Private 1 Bedroom,41.8553097,-87.69028153,Private room,180,1,11,10/10/2016,0.51
Matt's Place: Loft-like & Stairless,41.85433299,-87.69242497,Entire home/apt,349,2,3,20/09/2016,0.15
Artsy and Spacious,41.84680803,-87.72933103,Entire home/apt,59,5,0,,
The RAD DONUT PAD!!!,41.85142077,-87.70009254,Entire home/apt,58,1,97,16/04/2017,4.64
Art filled Apartment Pilsen,41.84911995,-87.69860947,Private room,95,1,1,18/09/2016,0.13
The Kitchen Suite w/private bath,41.85353503,-87.69400107,Private room,54,1,111,14/04/2017,5.50
Matt's Place: The Lolla Room,41.85290791,-87.69399687,Private room,42,1,74,20/04/2017,3.57
2. Artsy and Spacious,41.84694205,-87.72846601,Entire home/apt,55,15,0,,
"2 bedroom apt,  free parking, 2 blocks from train",41.85186656,-87.70146774,Entire home/apt,51,1,25,04/05/2017,5.81
"Women pref, wkend/short-term Couch",41.84963386,-87.69938968,Shared room,45,1,2,13/10/2015,0.10
Nice and Cozy Home and Garden,41.84006513,-87.70975111,Entire home/apt,60,1,65,04/05/2017,4.86
Comfy Private Quarters,41.85409508,-87.70221339,Private room,50,1,5,02/05/2017,1.15
The Cozy Place,41.8523664,-87.69893914,Entire home/apt,45,15,0,,
"The Layover: Little Village (Futon, 2 Guests)",41.84371585,-87.72124646,Shared room,29,1,37,25/04/2017,5.26
La Casita,41.84872424,-87.70141408,Entire home/apt,99,3,3,07/05/2017,3.00
Cozy Single Rm- Pilsen-women pref.,41.84747511,-87.69869967,Private room,30,4,14,21/10/2016,0.64
Matt's Place: VIP Day Room Bed,41.85503773,-87.69253969,Shared room,25,2,44,20/11/2016,2.08
Matt's Place: The Royal Flush Room,41.85467922,-87.69279211,Private room,49,2,59,04/12/2016,2.63
Sweet apartment in the heart of Chicago,41.85438618,-87.69781284,Entire home/apt,60,1,1,08/05/2017,1.00
"The Heart of Chicago, Little Village - ""La 26""",41.84018912,-87.73583552,Entire home/apt,71,1,16,23/04/2017,6.08
3. Artsy and Spacious,41.84774654,-87.72731354,Entire home/apt,55,5,0,,
The RAD DONUT PAD!!,41.85071268,-87.70076915,Entire home/apt,85,1,19,25/04/2017,3.45
Saint Ruby's Flats (2A),41.85276095,-87.698286,Private room,32,10,3,24/12/2016,0.16
"Fairfield Flat, Airy Vintage Rehab",41.85422207,-87.69519704,Entire home/apt,110,1,12,08/05/2017,5.37
Matt's Place: Loft,41.85503246,-87.69422157,Entire home/apt,175,2,13,20/09/2016,0.60
"Master Suite: Little Village (2 Queens, 10 Guests)",41.84380034,-87.72267345,Private room,79,1,40,25/04/2017,4.27
Saint Ruby's Flats Easy Access to Loop (20 min),41.85289505,-87.69617418,Private room,31,30,7,17/12/2016,0.36
The Roosevelt Suite - Garden Studio,41.85383045,-87.69412128,Entire home/apt,90,1,72,08/05/2017,6.32
Cozy & Stylish Room in The Heart of Pilsen,41.85610547,-87.64776708,Private room,55,1,6,24/04/2017,1.13
Matt's Pilsen Place: Sugar Skull Rm,41.85681056,-87.67012641,Private room,22,1,124,20/04/2017,5.51
Art studio + house in one,41.85104749,-87.67941891,Private room,64,1,85,30/04/2017,2.22
"Cozy bedrooms, AC, WiFi, free parking",41.85729661,-87.66282247,Private room,39,1,23,09/04/2017,2.46
"cool private bedroom, free WiFi, Netflix, parking",41.85865241,-87.64883945,Private room,49,1,90,30/04/2017,4.73
"Huge cozy bedroom, AC, free WiFi, NetFlix, parking",41.8564022,-87.65341723,Private room,49,1,61,06/05/2017,3.18
Casa Corazón (E) near Rush / UIC,41.84720763,-87.67932414,Private room,67,2,82,29/04/2017,2.17
West Loop/UIC Apt.,41.85460479,-87.68078323,Private room,49,1,2,16/04/2017,2.00
Private room in Pilsen,41.85815155,-87.6811217,Private room,30,2,1,09/05/2017,1.00
Top (4th) Floor Pilsen Apt.,41.85611804,-87.66300097,Private room,79,2,12,23/04/2017,1.37
Downtown in 10min Bunk (#3) Bottom,41.85359065,-87.68424564,Shared room,15,1,57,24/04/2017,4.34
Studio/room 100% private space!,41.85917488,-87.64422306,Entire home/apt,80,1,66,02/05/2017,4.76
Mod Ambiance with a Killer View,41.85836666,-87.65849073,Entire home/apt,200,1,1,07/05/2017,1.00
Spacious unique artist's home in Pilsen,41.8556759,-87.64581671,Entire home/apt,160,2,47,25/04/2017,2.09
East Pilsen small 2BR,41.85899658,-87.64619716,Entire home/apt,94,2,0,,
Downtown in 10min Bunk (#2) Top,41.85371663,-87.68326252,Shared room,15,1,22,25/04/2017,1.83
The Pilsen Penthouse Suite w/ parking & breakfast.,41.85885628,-87.66021722,Entire home/apt,85,2,9,07/05/2017,7.11
Entire 2BR Apt w/ Parking & 3 Beds,41.85660588,-87.65374942,Entire home/apt,119,2,99,17/04/2017,1.79
Gino's Studio,41.85050538,-87.66929846,Entire home/apt,59,2,46,16/04/2017,4.69
Apartment in Pilsen Neighborhood,41.85386954,-87.65452118,Entire home/apt,40,1,41,10/04/2017,2.92
Cute place in authentic Pilsen,41.85354328,-87.68165766,Entire home/apt,107,2,24,26/04/2017,1.25
Heart of Chicago 2BD + Parking,41.84474336,-87.6833335,Entire home/apt,50,1,3,19/03/2017,0.98
Comfortable and Convenient in Heart of Chicago,41.85651036,-87.68188153,Entire home/apt,90,2,14,19/03/2017,1.48
"Cozy 1 Bdrm Apt. In Pilsen, Chi",41.85747014,-87.6796203,Entire home/apt,60,2,5,05/07/2016,0.42
Entire 2 BD Apt w/ 3 Beds (BACK),41.85857346,-87.67042457,Entire home/apt,89,2,45,23/04/2017,2.86
Abigail's Palace,41.85902068,-87.6435349,Entire home/apt,135,2,2,26/04/2017,2.00
Beautiful Pilsen Loft Space!,41.85539753,-87.64665319,Entire home/apt,200,1,13,26/04/2017,0.75
Petite Victorian 1,41.85658299,-87.65422952,Private room,90,1,46,06/11/2016,1.27
"Perfect Pilsen place, skyline view!",41.85793534,-87.65375402,Entire home/apt,160,2,8,20/03/2017,0.56
historic 139 year old brick bungalow,41.85594475,-87.66879495,Entire home/apt,99,1,1,18/07/2016,0.10
Cozy Cot~FIRST FLOOR >,41.85698244,-87.67153068,Shared room,25,1,77,17/04/2017,3.11
Cozy Cot 1st floor,41.85636026,-87.67196469,Shared room,25,1,53,24/04/2017,3.80
Cozy Cot -3,41.85631274,-87.66986036,Shared room,25,1,4,23/04/2017,2.03
Fully renovated flat in hip Pilsen near McCormick!,41.85551648,-87.67134937,Entire home/apt,129,2,25,30/04/2017,2.46
Great 2BR Apartment; Close to Downtown!!,41.84997566,-87.67185663,Entire home/apt,89,3,51,23/04/2017,2.66
The Hide Out,41.85180309,-87.66849932,Entire home/apt,69,2,102,09/05/2017,2.89
Culturally Rich Pad,41.85482051,-87.66686651,Entire home/apt,111,1,0,,
Artist's loft in hip neighborhood.,41.85663073,-87.64224462,Entire home/apt,112,1,2,07/05/2017,2.00
Downtown in 10min Bunk (#4) Bottom,41.85492278,-87.68290056,Shared room,15,1,74,24/04/2017,5.62
Downtown in 10min Bunk (#4) Top,41.85525148,-87.68327983,Shared room,15,1,46,25/04/2017,3.53
Private Bedroom In The Heart of Pilsen!,41.85933039,-87.65700685,Private room,35,2,63,25/04/2017,2.93
Supremely Comfy Bedroom near the Medical District,41.85673481,-87.66706652,Private room,54,3,1,07/05/2017,1.00
South loop 1 bdrm apt parking&WiFi ,41.85530866,-87.65410909,Entire home/apt,69,1,183,09/05/2017,5.52
"Family friendly, cozy Pilsen loft near",41.85767608,-87.64089418,Entire home/apt,105,2,4,16/08/2016,0.40
#1 Private Room Near UIC/UIC Medical District,41.85347143,-87.66609293,Private room,50,32,1,30/12/2016,0.23
#3 Private Room Near UIC/UIC Medical Center,41.85320374,-87.66548936,Private room,50,32,0,,
CutiePie,41.85110498,-87.66739114,Entire home/apt,50,2,101,04/05/2017,4.03
"Clean, Modern, Cozy, and Prime Location w/ Rooftop",41.8556834,-87.65870978,Private room,50,1,15,06/05/2017,4.41
Matt's Park Place: The Back Room,41.85535781,-87.67277146,Private room,20,1,7,30/01/2017,0.46
Compact Pilsen bedroom,41.85862648,-87.65350999,Private room,53,1,0,,
Heart of Chicago: Close to it all. Free Parking,41.855982,-87.66979763,Entire home/apt,69,2,89,07/05/2017,3.43
Sunny Pilsen Launch Pad,41.85446198,-87.6725038,Entire home/apt,75,2,61,07/05/2017,4.37
Lofted Room In Artist Space,41.85723809,-87.64079939,Private room,75,1,157,19/03/2017,4.33
Cozy Pilsen Reading Room,41.85341868,-87.66684306,Private room,29,1,46,25/04/2017,3.22
Sunny Ladder Loft in Pilsen,41.85571702,-87.67230876,Private room,34,1,26,11/04/2017,2.01
Spacious cozy Duplex by Downtown,41.85951104,-87.65591138,Private room,95,1,4,16/04/2017,2.22
Sunny bedroom in Pilsen,41.85737291,-87.67278509,Private room,60,1,138,06/05/2017,6.33
"HUGE 4 BEDROOM BY DOWNTOWN, McCORMICK, UIC, PILSEN",41.85797303,-87.65849782,Entire home/apt,250,2,0,,
Couch and Futon in Pilsen,41.85581943,-87.67242939,Shared room,24,1,45,22/04/2017,3.42
Cozy private room in East Pilsen,41.85692286,-87.64222435,Private room,89,1,4,10/04/2017,0.44
Pilsen Arts Community Custom Home,41.84968413,-87.67626954,Private room,45,1,17,01/01/2017,0.71
Pilsen Park View/ near UIC and Rush,41.85589012,-87.67434494,Entire home/apt,95,1,43,13/11/2016,1.41
Sunny Loft in the Arts District,41.85623608,-87.64608395,Entire home/apt,90,2,78,29/04/2017,2.10
"Pilsen room, separate entrance w/private bathroom",41.85368241,-87.67508481,Private room,45,1,35,09/04/2017,3.22
Pilsen's Gem,41.84645707,-87.6778614,Entire home/apt,95,1,42,09/10/2016,0.88
"Pilsen loft, private rm, close to everything",41.85845339,-87.64202792,Private room,55,2,0,,
Near Downtown 3BR FreeParking/Wifi,41.85374982,-87.65536383,Entire home/apt,99,1,46,03/05/2017,5.31
Cozy West Pilsen Loft,41.84503581,-87.6820403,Entire home/apt,83,1,1,14/03/2017,0.52
Cozy Pilsen Apartment,41.85158879,-87.67864807,Entire home/apt,100,2,0,,
Private Room w Shared Bathroom / Apartment,41.85834321,-87.66521224,Private room,45,3,2,08/04/2017,1.58
Park views in Pilsen (Rush/UIC),41.85563357,-87.67427404,Entire home/apt,125,2,8,03/04/2017,0.57
Cozy 1 BDRM in Trendy Pilsen,41.85808595,-87.65525568,Entire home/apt,120,1,19,06/05/2017,2.44
Private Bedroom and Bathroom in Vibrant Pilsen,41.85653307,-87.65557899,Private room,35,1,8,08/03/2017,1.95
South Loop Cozy 2BdRm parking&WiFi&NetFlix,41.85816234,-87.65142878,Entire home/apt,69,1,212,07/05/2017,5.89
Cozy place Perfect location sleeps4,41.85873971,-87.66273276,Entire home/apt,99,1,25,02/05/2017,4.03
Cozzy Chicago hut,41.85317804,-87.67566564,Entire home/apt,80,1,14,10/04/2017,1.95
Beautiful Aptment near  Chicago Down Town (Pilsen),41.84961851,-87.67877508,Entire home/apt,75,3,14,07/05/2017,2.59
Art Room in the Sky,41.85508423,-87.67130848,Private room,40,1,1,24/04/2017,1.00
Beautiful Cozy Aptmt in Pilsen,41.85813504,-87.6475997,Entire home/apt,75,1,12,06/05/2017,1.68
Cozy 1 bdrm in the heart of Pilsen,41.85725883,-87.67034596,Entire home/apt,80,3,2,20/03/2017,0.24
Cute and Cozy One Bedroom,41.85776105,-87.65335679,Entire home/apt,100,2,48,16/04/2017,2.22
Private Coach House,41.8574611,-87.65402007,Entire home/apt,125,2,15,25/04/2017,2.33
Private room near Downtown,41.85790219,-87.65104466,Private room,68,2,127,03/05/2017,3.35
"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",41.85682693,-87.65248967,Entire home/apt,69,1,187,08/05/2017,5.22
Artistic ambience around the house,41.85594784,-87.6669766,Private room,60,1,4,26/04/2017,1.52
Cool & Unique Space In A Walkable And Fun Area,41.8540524,-87.65152215,Private room,80,1,67,29/04/2017,4.06
Cozy crash pad near the Illinois Medical District,41.85553068,-87.66673938,Private room,24,3,4,20/03/2017,1.58
"West Pilsen room (pink line access, skyline view)",41.85134598,-87.67188274,Private room,35,2,9,02/04/2017,1.45
Downtown in 10min Bunk (#2) Bottom,41.8531629,-87.68313806,Shared room,15,1,65,22/04/2017,4.95
